[0 : output] Output to be read-from/written-into folder '/mnt/datos/SSEE_data/chains_p6/kids', with prefix 'lcdmfijo'
[1 : p06_growth.cobaya_kids.loglike_lcdm_fijo] Initialized external likelihood.
[2 : p06_growth.cobaya_kids.loglike_lcdm_fijo] Initialized external likelihood.
[3 : p06_growth.cobaya_kids.loglike_lcdm_fijo] Initialized external likelihood.
[0 : p06_growth.cobaya_kids.loglike_lcdm_fijo] Initialized external likelihood.
[2 : mcmc] Getting initial point... (this may take a few seconds)
[0 : mcmc] Getting initial point... (this may take a few seconds)
[3 : mcmc] Getting initial point... (this may take a few seconds)
[1 : mcmc] Getting initial point... (this may take a few seconds)
[0 : mcmc] Initial point: logA:3.04, halo_A:2.6, A_IA:1, dz1:0, dz2:-0.002, dz3:-0.013, dz4:-0.011, dz5:0.006, delta_c:0
[2 : mcmc] Initial point: logA:3.04, halo_A:2.6, A_IA:1, dz1:0, dz2:-0.002, dz3:-0.013, dz4:-0.011, dz5:0.006, delta_c:0
[1 : mcmc] Initial point: logA:3.04, halo_A:2.6, A_IA:1, dz1:0, dz2:-0.002, dz3:-0.013, dz4:-0.011, dz5:0.006, delta_c:0
[3 : mcmc] Initial point: logA:3.04, halo_A:2.6, A_IA:1, dz1:0, dz2:-0.002, dz3:-0.013, dz4:-0.011, dz5:0.006, delta_c:0
[0 : mcmc] Oversampling with factors:
[0 : mcmc] *  1 : ['logA', 'halo_A']
[0 : mcmc] * 18 : ['A_IA', 'dz1', 'dz2', 'dz3', 'dz4', 'dz5', 'delta_c']
[0 : mcmc] Covariance matrix loaded for params ['logA', 'halo_A', 'A_IA', 'dz1', 'dz2', 'dz3', 'dz4', 'dz5', 'delta_c']
[0 : mcmc] All parameters' covariance loaded from given covmat.
[0 : mcmc] Sampling!
[3 : mcmc] Progress @ 2026-09-08 22:44:20 : 3293 steps taken, and 228 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:44:39 : 3371 steps taken, and 237 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:44:49 : 3507 steps taken, and 250 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:45:19 : 3486 steps taken, and 246 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:45:20 : 3391 steps taken, and 236 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:45:39 : 3472 steps taken, and 244 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:45:49 : 3604 steps taken, and 256 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:46:19 : 3610 steps taken, and 255 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:46:20 : 3463 steps taken, and 241 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:46:40 : 3571 steps taken, and 251 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:46:49 : 3701 steps taken, and 263 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:47:19 : 3709 steps taken, and 262 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:47:21 : 3587 steps taken, and 250 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:47:40 : 3671 steps taken, and 259 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:47:50 : 3799 steps taken, and 270 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:48:20 : 3809 steps taken, and 269 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:48:21 : 3712 steps taken, and 258 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:48:40 : 3769 steps taken, and 264 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:48:50 : 3896 steps taken, and 276 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:49:21 : 3782 steps taken, and 264 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:49:25 : 3917 steps taken, and 277 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:49:40 : 3868 steps taken, and 272 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:49:50 : 4018 steps taken, and 285 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:50:21 : 3902 steps taken, and 272 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:50:25 : 4013 steps taken, and 284 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:50:40 : 3964 steps taken, and 278 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:50:50 : 4087 steps taken, and 290 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:51:22 : 4000 steps taken, and 278 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:51:25 : 4137 steps taken, and 293 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:51:40 : 4063 steps taken, and 286 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:51:50 : 4185 steps taken, and 297 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:52:22 : 4099 steps taken, and 286 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:52:25 : 4237 steps taken, and 300 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:52:40 : 4161 steps taken, and 293 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:52:50 : 4284 steps taken, and 304 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:53:22 : 4198 steps taken, and 293 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:53:25 : 4335 steps taken, and 306 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:53:41 : 4287 steps taken, and 301 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:53:55 : 4365 steps taken, and 310 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:54:22 : 4295 steps taken, and 300 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:54:33 : 4449 steps taken, and 314 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:54:41 : 4386 steps taken, and 308 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:54:55 : 4490 steps taken, and 319 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:55:23 : 4421 steps taken, and 309 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:55:34 : 4547 steps taken, and 321 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:55:41 : 4486 steps taken, and 315 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:55:55 : 4589 steps taken, and 326 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:56:23 : 4518 steps taken, and 316 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:56:34 : 4645 steps taken, and 328 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:56:41 : 4584 steps taken, and 322 accepted.
[2 : mcmc] Progress @ 2026-09-08 22:56:56 : 4688 steps taken, and 333 accepted.
[3 : mcmc] Progress @ 2026-09-08 22:57:23 : 4590 steps taken, and 321 accepted.
[1 : mcmc] Progress @ 2026-09-08 22:57:35 : 4719 steps taken, and 333 accepted.
[0 : mcmc] Progress @ 2026-09-08 22:57:41 : 4683 steps taken, and 329 accepted.
